ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.09501114430691895,0.6597179683029445,0.40579103938998773,0.7782555476900259,0.1449815471452348,0.4197046689070815,-0.8649156786791921,-0.9133411694027762,0.47039258288246355
